Threshold,Array Size,Algorithm,Time (ms),Comparisons,IsSorted
850,100000,HybridMergeSort,45,20331237,true
850,500000,MergeSort,96,8837582,true
850,500000,HybridMergeSort,170,66499611,true
850,1000000,MergeSort,214,18673959,true
850,1000000,HybridMergeSort,357,133799720,true
850,1500000,MergeSort,290,28909468,true
850,1500000,HybridMergeSort,722,292366729,true
850,2000000,MergeSort,392,39347661,true
850,2000000,HybridMergeSort,698,269395461,true
850,2500000,MergeSort,497,50025829,true
850,2500000,HybridMergeSort,1075,413406131,true
850,5000000,MergeSort,1044,105050920,true
850,5000000,HybridMergeSort,2144,831847560,true
850,7500000,MergeSort,1598,161905283,true
850,7500000,HybridMergeSort,2659,968487486,true
850,10000000,MergeSort,2271,220099945,true
850,10000000,HybridMergeSort,4361,1673130803,true
900,1000,MergeSort,0,8676,true
900,1000,HybridMergeSort,1,130121,true
900,2000,MergeSort,0,19450,true
900,2000,HybridMergeSort,0,253022,true
900,3000,MergeSort,0,30846,true
900,3000,HybridMergeSort,1,561425,true
900,4000,MergeSort,1,42808,true
900,4000,HybridMergeSort,1,512940,true
900,5000,MergeSort,1,55213,true
900,5000,HybridMergeSort,2,803849,true
900,10000,MergeSort,2,120425,true
900,10000,HybridMergeSort,3,1611101,true
900,20000,MergeSort,3,260871,true
900,20000,HybridMergeSort,8,3240451,true
900,30000,MergeSort,6,408852,true
900,30000,HybridMergeSort,9,3712861,true
900,40000,MergeSort,6,561830,true
900,40000,HybridMergeSort,16,6518891,true
900,50000,MergeSort,10,718293,true
900,50000,HybridMergeSort,23,10122600,true
900,100000,MergeSort,17,1536499,true
900,100000,HybridMergeSort,48,20248962,true
900,500000,MergeSort,92,8836377,true
900,500000,HybridMergeSort,167,66368562,true
900,1000000,MergeSort,196,18675271,true
900,1000000,HybridMergeSort,370,133752187,true
900,1500000,MergeSort,295,28910781,true
900,1500000,HybridMergeSort,720,292253995,true
900,2000000,MergeSort,409,39348248,true
900,2000000,HybridMergeSort,695,269555656,true
900,2500000,MergeSort,518,50025349,true
900,2500000,HybridMergeSort,1351,413344188,true
900,5000000,MergeSort,1116,105050825,true
900,5000000,HybridMergeSort,2221,831722576,true
900,7500000,MergeSort,1693,161907099,true
900,7500000,HybridMergeSort,3343,968687641,true
900,10000000,MergeSort,2276,220102414,true
900,10000000,HybridMergeSort,4466,1673895425,true
950,1000,MergeSort,0,8722,true
950,1000,HybridMergeSort,0,125286,true
950,2000,MergeSort,0,19379,true
950,2000,HybridMergeSort,1,257293,true
950,3000,MergeSort,0,30966,true
950,3000,HybridMergeSort,1,556504,true
950,4000,MergeSort,1,42825,true
950,4000,HybridMergeSort,1,514595,true
950,5000,MergeSort,1,55185,true
950,5000,HybridMergeSort,1,807732,true
950,10000,MergeSort,2,120443,true
950,10000,HybridMergeSort,3,1605401,true
950,20000,MergeSort,4,260957,true
950,20000,HybridMergeSort,7,3251324,true
950,30000,MergeSort,4,408630,true
950,30000,HybridMergeSort,16,7203726,true
950,40000,MergeSort,7,561786,true
950,40000,HybridMergeSort,15,6568666,true
950,50000,MergeSort,7,718036,true
950,50000,HybridMergeSort,20,10089977,true
950,100000,MergeSort,15,1536280,true
950,100000,HybridMergeSort,44,20303497,true
950,500000,MergeSort,98,8837086,true
950,500000,HybridMergeSort,163,66361714,true
950,1000000,MergeSort,191,18674301,true
950,1000000,HybridMergeSort,349,133808076,true
950,1500000,MergeSort,330,28912088,true
950,1500000,HybridMergeSort,807,292140789,true
950,2000000,MergeSort,424,39348690,true
950,2000000,HybridMergeSort,749,269661495,true
950,2500000,MergeSort,523,50025596,true
950,2500000,HybridMergeSort,1129,413392010,true
950,5000000,MergeSort,1133,105049720,true
950,5000000,HybridMergeSort,2283,832200336,true
950,7500000,MergeSort,1604,161906556,true
950,7500000,HybridMergeSort,4509,1820460954,true
950,10000000,MergeSort,2254,220099491,true
950,10000000,HybridMergeSort,4383,1672965848,true
