Threshold,Array Size,Algorithm,Time (ms),Comparisons,IsSorted
70,1500000,HybridMergeSort,298,40585128,true
70,2000000,MergeSort,459,39348203,true
70,2000000,HybridMergeSort,376,61793767,true
70,2500000,MergeSort,571,50025855,true
70,2500000,HybridMergeSort,439,65312954,true
70,5000000,MergeSort,1154,105049501,true
70,5000000,HybridMergeSort,856,135637969,true
70,7500000,MergeSort,2082,161906945,true
70,7500000,HybridMergeSort,1689,239569728,true
70,10000000,MergeSort,3184,220102918,true
70,10000000,HybridMergeSort,2000,281237884,true
75,1000,MergeSort,0,8703,true
75,1000,HybridMergeSort,0,20021,true
75,2000,MergeSort,1,19415,true
75,2000,HybridMergeSort,0,42202,true
75,3000,MergeSort,0,30970,true
75,3000,HybridMergeSort,0,54800,true
75,4000,MergeSort,0,42810,true
75,4000,HybridMergeSort,0,89008,true
75,5000,MergeSort,1,55242,true
75,5000,HybridMergeSort,0,87054,true
75,10000,MergeSort,3,120517,true
75,10000,HybridMergeSort,1,183781,true
75,20000,MergeSort,3,260906,true
75,20000,HybridMergeSort,2,387018,true
75,30000,MergeSort,6,408640,true
75,30000,HybridMergeSort,4,728299,true
75,40000,MergeSort,8,561636,true
75,40000,HybridMergeSort,5,813384,true
75,50000,MergeSort,10,718304,true
75,50000,HybridMergeSort,7,1142490,true
75,100000,MergeSort,18,1536464,true
75,100000,HybridMergeSort,13,2382973,true
75,500000,MergeSort,107,8836950,true
75,500000,HybridMergeSort,75,14453417,true
75,1000000,MergeSort,194,18674740,true
75,1000000,HybridMergeSort,156,29907225,true
75,1500000,MergeSort,318,28910755,true
75,1500000,HybridMergeSort,256,40591516,true
75,2000000,MergeSort,407,39347782,true
75,2000000,HybridMergeSort,389,61800920,true
75,2500000,MergeSort,549,50024893,true
75,2500000,HybridMergeSort,434,80367870,true
75,5000000,MergeSort,1055,105052218,true
75,5000000,HybridMergeSort,901,165768544,true
75,7500000,MergeSort,1819,161907771,true
75,7500000,HybridMergeSort,1600,239554934,true
75,10000000,MergeSort,2522,220101638,true
75,10000000,HybridMergeSort,2035,341523756,true
80,1000,MergeSort,0,8727,true
80,1000,HybridMergeSort,0,20452,true
80,2000,MergeSort,1,19401,true
80,2000,HybridMergeSort,0,42217,true
80,3000,MergeSort,1,30890,true
80,3000,HybridMergeSort,0,55133,true
80,4000,MergeSort,0,42809,true
80,4000,HybridMergeSort,0,89337,true
80,5000,MergeSort,1,55270,true
80,5000,HybridMergeSort,0,131868,true
80,10000,MergeSort,1,120403,true
80,10000,HybridMergeSort,1,270616,true
80,20000,MergeSort,3,260894,true
80,20000,HybridMergeSort,2,566109,true
80,30000,MergeSort,4,408591,true
80,30000,HybridMergeSort,4,726414,true
80,40000,MergeSort,7,561911,true
80,40000,HybridMergeSort,5,1165518,true
80,50000,MergeSort,9,718046,true
80,50000,HybridMergeSort,7,1142083,true
80,100000,MergeSort,19,1536490,true
80,100000,HybridMergeSort,16,2379461,true
80,500000,MergeSort,107,8837267,true
80,500000,HybridMergeSort,83,14458829,true
80,1000000,MergeSort,312,18674207,true
80,1000000,HybridMergeSort,199,29893803,true
80,1500000,MergeSort,356,28909717,true
80,1500000,HybridMergeSort,349,40583407,true
80,2000000,MergeSort,551,39348942,true
80,2000000,HybridMergeSort,382,61789002,true
80,2500000,MergeSort,694,50026214,true
80,2500000,HybridMergeSort,517,86845782,true
80,5000000,MergeSort,1436,105049550,true
80,5000000,HybridMergeSort,988,178688827,true
80,7500000,MergeSort,1766,161906796,true
80,7500000,HybridMergeSort,1622,239562565,true
80,10000000,MergeSort,2249,220100947,true
80,10000000,HybridMergeSort,1960,367305164,true
85,1000,MergeSort,1,8729,true
85,1000,HybridMergeSort,0,20006,true
85,2000,MergeSort,0,19410,true
85,2000,HybridMergeSort,0,41746,true
85,3000,MergeSort,1,30986,true
85,3000,HybridMergeSort,0,54731,true
85,4000,MergeSort,1,42910,true
85,4000,HybridMergeSort,0,89702,true
85,5000,MergeSort,1,55278,true
85,5000,HybridMergeSort,0,131917,true
85,10000,MergeSort,2,120451,true
85,10000,HybridMergeSort,1,270994,true
85,20000,MergeSort,4,260863,true
85,20000,HybridMergeSort,2,560235,true
85,30000,MergeSort,6,408681,true
85,30000,HybridMergeSort,4,729290,true
85,40000,MergeSort,7,561631,true
85,40000,HybridMergeSort,6,1165857,true
85,50000,MergeSort,9,718085,true
85,50000,HybridMergeSort,6,1140896,true
85,100000,MergeSort,18,1536626,true
85,100000,HybridMergeSort,15,2381130,true
85,500000,MergeSort,94,8836918,true
85,500000,HybridMergeSort,77,14441229,true
85,1000000,MergeSort,204,18674936,true
85,1000000,HybridMergeSort,168,29892133,true
85,1500000,MergeSort,313,28910590,true
85,1500000,HybridMergeSort,226,40584106,true
85,2000000,MergeSort,443,39348677,true
85,2000000,HybridMergeSort,335,61793124,true
85,2500000,MergeSort,518,50025532,true
85,2500000,HybridMergeSort,433,86829106,true
85,5000000,MergeSort,1090,105049660,true
85,5000000,HybridMergeSort,892,178711191,true
85,7500000,MergeSort,1799,161907969,true
85,7500000,HybridMergeSort,1411,239597077,true
85,10000000,MergeSort,2286,220101962,true
85,10000000,HybridMergeSort,2088,367232074,true
90,1000,MergeSort,0,8701,true
90,1000,HybridMergeSort,0,20512,true
90,2000,MergeSort,1,19378,true
90,2000,HybridMergeSort,0,43360,true
90,3000,MergeSort,1,30932,true
90,3000,HybridMergeSort,0,55073,true
90,4000,MergeSort,1,42827,true
90,4000,HybridMergeSort,0,88728,true
90,5000,MergeSort,1,55213,true
90,5000,HybridMergeSort,0,130867,true
90,10000,MergeSort,1,120465,true
90,10000,HybridMergeSort,2,271186,true
90,20000,MergeSort,4,261038,true
90,20000,HybridMergeSort,3,566510,true
90,30000,MergeSort,6,408782,true
90,30000,HybridMergeSort,5,727894,true
90,40000,MergeSort,8,561829,true
90,40000,HybridMergeSort,7,1164226,true
90,50000,MergeSort,10,718251,true
90,50000,HybridMergeSort,7,1140686,true
90,100000,MergeSort,18,1536183,true
90,100000,HybridMergeSort,15,2384182,true
90,500000,MergeSort,98,8837171,true
90,500000,HybridMergeSort,91,14436725,true
90,1000000,MergeSort,217,18674854,true
90,1000000,HybridMergeSort,166,29892941,true
90,1500000,MergeSort,317,28910742,true
90,1500000,HybridMergeSort,272,47538688,true
90,2000000,MergeSort,487,39349727,true
90,2000000,HybridMergeSort,376,61784884,true
90,2500000,MergeSort,575,50023206,true
90,2500000,HybridMergeSort,490,86856605,true
90,5000000,MergeSort,1253,105052825,true
90,5000000,HybridMergeSort,987,178689955,true
90,7500000,MergeSort,1642,161905624,true
90,7500000,HybridMergeSort,1373,239583572,true
90,10000000,MergeSort,2327,220102792,true
90,10000000,HybridMergeSort,1934,367361302,true
95,1000,MergeSort,0,8680,true
95,1000,HybridMergeSort,0,20610,true
95,2000,MergeSort,1,19394,true
95,2000,HybridMergeSort,0,42113,true
95,3000,MergeSort,0,30909,true
95,3000,HybridMergeSort,0,87467,true
95,4000,MergeSort,0,42806,true
95,4000,HybridMergeSort,0,88896,true
95,5000,MergeSort,2,55151,true
95,5000,HybridMergeSort,0,131481,true
95,10000,MergeSort,1,120370,true
95,10000,HybridMergeSort,1,271212,true
95,20000,MergeSort,3,260983,true
95,20000,HybridMergeSort,2,563535,true
95,30000,MergeSort,5,408888,true
95,30000,HybridMergeSort,4,726802,true
95,40000,MergeSort,7,561812,true
95,40000,HybridMergeSort,4,1169624,true
95,50000,MergeSort,15,717992,true
95,50000,HybridMergeSort,7,1140476,true
95,100000,MergeSort,17,1536557,true
95,100000,HybridMergeSort,13,2379781,true
95,500000,MergeSort,110,8837759,true
95,500000,HybridMergeSort,89,14470347,true
95,1000000,MergeSort,232,18673693,true
95,1000000,HybridMergeSort,157,29896753,true
95,1500000,MergeSort,306,28908673,true
95,1500000,HybridMergeSort,259,56344707,true
95,2000000,MergeSort,413,39348295,true
95,2000000,HybridMergeSort,331,61824930,true
95,2500000,MergeSort,546,50023676,true
95,2500000,HybridMergeSort,434,86835004,true
95,5000000,MergeSort,1109,105048415,true
95,5000000,HybridMergeSort,918,178684599,true
95,7500000,MergeSort,1610,161907212,true
95,7500000,HybridMergeSort,1366,239585788,true
95,10000000,MergeSort,2299,220104215,true
95,10000000,HybridMergeSort,1975,367375878,true
100,1000,MergeSort,0,8707,true
100,1000,HybridMergeSort,0,20717,true
100,2000,MergeSort,0,19435,true
100,2000,HybridMergeSort,0,43024,true
100,3000,MergeSort,0,30881,true
100,3000,HybridMergeSort,0,86688,true
100,4000,MergeSort,1,42841,true
100,4000,HybridMergeSort,0,89752,true
100,5000,MergeSort,1,55178,true
100,5000,HybridMergeSort,1,131915,true
100,10000,MergeSort,2,120322,true
100,10000,HybridMergeSort,1,272652,true
100,20000,MergeSort,3,260761,true
100,20000,HybridMergeSort,3,565109,true
100,30000,MergeSort,5,408552,true
100,30000,HybridMergeSort,4,729581,true
100,40000,MergeSort,7,561824,true
100,40000,HybridMergeSort,5,1165239,true
100,50000,MergeSort,9,718251,true
100,50000,HybridMergeSort,8,1703174,true
100,100000,MergeSort,19,1536447,true
100,100000,HybridMergeSort,18,3502997,true
100,500000,MergeSort,112,8837660,true
100,500000,HybridMergeSort,91,14451567,true
100,1000000,MergeSort,217,18674023,true
100,1000000,HybridMergeSort,163,29893952,true
100,1500000,MergeSort,309,28909558,true
100,1500000,HybridMergeSort,262,56337659,true
100,2000000,MergeSort,427,39348693,true
100,2000000,HybridMergeSort,338,61771616,true
100,2500000,MergeSort,557,50025165,true
100,2500000,HybridMergeSort,485,86787381,true
100,5000000,MergeSort,1067,105050505,true
100,5000000,HybridMergeSort,854,178611977,true
100,7500000,MergeSort,1798,161905220,true
100,7500000,HybridMergeSort,1376,239558653,true
100,10000000,MergeSort,2309,220103406,true
100,10000000,HybridMergeSort,2482,367262556,true
124,1000,MergeSort,0,8718,true
124,1000,HybridMergeSort,0,34219,true
124,2000,MergeSort,1,19410,true
124,2000,HybridMergeSort,0,72207,true
124,3000,MergeSort,0,30910,true
124,3000,HybridMergeSort,1,89036,true
124,4000,MergeSort,1,42811,true
124,4000,HybridMergeSort,0,146423,true
124,5000,MergeSort,1,55280,true
124,5000,HybridMergeSort,1,131124,true
124,10000,MergeSort,2,120436,true
124,10000,HybridMergeSort,1,270342,true
124,20000,MergeSort,5,260916,true
124,20000,HybridMergeSort,4,561532,true
124,30000,MergeSort,6,408488,true
124,30000,HybridMergeSort,5,1134761,true
124,40000,MergeSort,9,561821,true
124,40000,HybridMergeSort,6,1170020,true
124,50000,MergeSort,13,718315,true
124,50000,HybridMergeSort,9,1703099,true
124,100000,MergeSort,23,1536232,true
124,100000,HybridMergeSort,17,3511062,true
124,500000,MergeSort,127,8837121,true
124,500000,HybridMergeSort,96,21595455,true
124,1000000,MergeSort,219,18674476,true
124,1000000,HybridMergeSort,203,44220829,true
124,1500000,MergeSort,359,28910337,true
124,1500000,HybridMergeSort,259,56318761,true
124,2000000,MergeSort,447,39348655,true
124,2000000,HybridMergeSort,441,90476944,true
124,2500000,MergeSort,637,50024766,true
124,2500000,HybridMergeSort,444,86820689,true
124,5000000,MergeSort,1165,105052319,true
124,5000000,HybridMergeSort,992,178650313,true
124,7500000,MergeSort,1804,161908455,true
124,7500000,HybridMergeSort,1626,339744217,true
124,10000000,MergeSort,2442,220097569,true
124,10000000,HybridMergeSort,2135,367366892,true
200,1000,MergeSort,0,8721,true
200,1000,HybridMergeSort,0,35248,true
200,2000,MergeSort,1,19405,true
200,2000,HybridMergeSort,0,71688,true
200,3000,MergeSort,0,30959,true
200,3000,HybridMergeSort,1,155511,true
200,4000,MergeSort,0,42848,true
200,4000,HybridMergeSort,1,147988,true
200,5000,MergeSort,0,55208,true
200,5000,HybridMergeSort,1,222874,true
200,10000,MergeSort,1,120490,true
200,10000,HybridMergeSort,1,455396,true
200,20000,MergeSort,2,260825,true
200,20000,HybridMergeSort,3,940320,true
200,30000,MergeSort,4,408653,true
200,30000,HybridMergeSort,4,1142147,true
200,40000,MergeSort,7,561812,true
200,40000,HybridMergeSort,9,1912760,true
200,50000,MergeSort,12,718149,true
200,50000,HybridMergeSort,12,2872223,true
200,100000,MergeSort,22,1536458,true
200,100000,HybridMergeSort,18,5852717,true
200,500000,MergeSort,93,8836883,true
200,500000,HybridMergeSort,85,21603727,true
200,1000000,MergeSort,204,18674482,true
200,1000000,HybridMergeSort,193,44232355,true
200,1500000,MergeSort,327,28910235,true
200,1500000,HybridMergeSort,350,89155857,true
200,2000000,MergeSort,416,39347335,true
200,2000000,HybridMergeSort,382,90417040,true
200,2500000,MergeSort,531,50024566,true
200,2500000,HybridMergeSort,518,132086869,true
200,5000000,MergeSort,1134,105050099,true
200,5000000,HybridMergeSort,1240,269326641,true
200,7500000,MergeSort,1881,161905345,true
200,7500000,HybridMergeSort,1615,339670177,true
200,10000000,MergeSort,2413,220102950,true
200,10000000,HybridMergeSort,2173,548516889,true
250,1000,MergeSort,0,8704,true
250,1000,HybridMergeSort,1,63963,true
250,2000,MergeSort,0,19443,true
250,2000,HybridMergeSort,0,132095,true
250,3000,MergeSort,1,30916,true
250,3000,HybridMergeSort,0,155909,true
250,4000,MergeSort,1,42775,true
250,4000,HybridMergeSort,0,272615,true
250,5000,MergeSort,1,55159,true
250,5000,HybridMergeSort,1,225507,true
250,10000,MergeSort,2,120424,true
250,10000,HybridMergeSort,1,455978,true
250,20000,MergeSort,3,260846,true
250,20000,HybridMergeSort,3,929759,true
250,30000,MergeSort,4,408538,true
250,30000,HybridMergeSort,7,1985147,true
250,40000,MergeSort,6,562037,true
250,40000,HybridMergeSort,7,1908496,true
250,50000,MergeSort,9,718109,true
250,50000,HybridMergeSort,8,2866229,true
250,100000,MergeSort,18,1536584,true
250,100000,HybridMergeSort,19,5857906,true
250,500000,MergeSort,95,8837547,true
250,500000,HybridMergeSort,119,36392076,true
250,1000000,MergeSort,197,18674349,true
250,1000000,HybridMergeSort,256,73737686,true
250,1500000,MergeSort,304,28911747,true
250,1500000,HybridMergeSort,341,89171976,true
250,2000000,MergeSort,394,39349460,true
250,2000000,HybridMergeSort,534,149580522,true
250,2500000,MergeSort,519,50024820,true
250,2500000,HybridMergeSort,534,132152682,true
250,5000000,MergeSort,1057,105049637,true
250,5000000,HybridMergeSort,1062,269279212,true
250,7500000,MergeSort,1644,161906570,true
250,7500000,HybridMergeSort,1918,547087664,true
250,10000000,MergeSort,2213,220098454,true
250,10000000,HybridMergeSort,2189,548573850,true
300,1000,MergeSort,0,8720,true
300,1000,HybridMergeSort,0,67138,true
300,2000,MergeSort,1,19424,true
300,2000,HybridMergeSort,0,132633,true
300,3000,MergeSort,0,30919,true
300,3000,HybridMergeSort,0,155439,true
300,4000,MergeSort,0,42777,true
300,4000,HybridMergeSort,0,269262,true
300,5000,MergeSort,0,55197,true
300,5000,HybridMergeSort,1,223194,true
300,10000,MergeSort,1,120455,true
300,10000,HybridMergeSort,1,457312,true
300,20000,MergeSort,3,260765,true
300,20000,HybridMergeSort,2,933055,true
300,30000,MergeSort,4,408694,true
300,30000,HybridMergeSort,5,1987684,true
300,40000,MergeSort,7,561803,true
300,40000,HybridMergeSort,5,1912164,true
300,50000,MergeSort,8,718009,true
300,50000,HybridMergeSort,9,2872860,true
300,100000,MergeSort,17,1536490,true
300,100000,HybridMergeSort,18,5860924,true
300,500000,MergeSort,94,8836680,true
300,500000,HybridMergeSort,121,36350684,true
300,1000000,MergeSort,208,18674512,true
300,1000000,HybridMergeSort,241,73744441,true
300,1500000,MergeSort,291,28909856,true
300,1500000,HybridMergeSort,303,89174438,true
300,2000000,MergeSort,400,39347936,true
300,2000000,HybridMergeSort,501,149471278,true
300,2500000,MergeSort,497,50025834,true
300,2500000,HybridMergeSort,488,132136898,true
300,5000000,MergeSort,1066,105051651,true
300,5000000,HybridMergeSort,1067,269164811,true
300,7500000,MergeSort,1629,161907348,true
300,7500000,HybridMergeSort,1949,546987785,true
300,10000000,MergeSort,2184,220104098,true
300,10000000,HybridMergeSort,2226,548378395,true
350,1000,MergeSort,0,8719,true
350,1000,HybridMergeSort,0,66014,true
350,2000,MergeSort,0,19414,true
350,2000,HybridMergeSort,1,132562,true
350,3000,MergeSort,0,30900,true
350,3000,HybridMergeSort,1,155194,true
350,4000,MergeSort,0,42852,true
350,4000,HybridMergeSort,1,270639,true
350,5000,MergeSort,1,55286,true
350,5000,HybridMergeSort,1,412695,true
350,10000,MergeSort,1,120398,true
350,10000,HybridMergeSort,2,843925,true
350,20000,MergeSort,3,260859,true
350,20000,HybridMergeSort,5,1697589,true
350,30000,MergeSort,5,408664,true
350,30000,HybridMergeSort,5,1983340,true
350,40000,MergeSort,7,561883,true
350,40000,HybridMergeSort,10,3437834,true
350,50000,MergeSort,7,718258,true
350,50000,HybridMergeSort,9,2872188,true
350,100000,MergeSort,16,1536490,true
350,100000,HybridMergeSort,20,5857019,true
350,500000,MergeSort,82,8837300,true
350,500000,HybridMergeSort,117,36371952,true
350,1000000,MergeSort,203,18674593,true
350,1000000,HybridMergeSort,238,73800003,true
350,1500000,MergeSort,296,28910550,true
350,1500000,HybridMergeSort,370,89253171,true
350,2000000,MergeSort,431,39348305,true
350,2000000,HybridMergeSort,487,149453099,true
350,2500000,MergeSort,510,50023793,true
350,2500000,HybridMergeSort,687,225047265,true
350,5000000,MergeSort,1080,105049768,true
350,5000000,HybridMergeSort,1374,455109720,true
350,7500000,MergeSort,1625,161905820,true
350,7500000,HybridMergeSort,1871,547010519,true
350,10000000,MergeSort,2218,220100295,true
350,10000000,HybridMergeSort,2910,920058629,true
400,1000,MergeSort,0,8712,true
400,1000,HybridMergeSort,0,65912,true
400,2000,MergeSort,0,19436,true
400,2000,HybridMergeSort,0,129930,true
400,3000,MergeSort,1,30895,true
400,3000,HybridMergeSort,0,282327,true
400,4000,MergeSort,0,42795,true
400,4000,HybridMergeSort,1,263011,true
400,5000,MergeSort,1,55243,true
400,5000,HybridMergeSort,1,410440,true
400,10000,MergeSort,2,120445,true
400,10000,HybridMergeSort,2,849964,true
400,20000,MergeSort,3,260905,true
400,20000,HybridMergeSort,5,1695239,true
400,30000,MergeSort,6,408727,true
400,30000,HybridMergeSort,7,1986011,true
400,40000,MergeSort,8,561842,true
400,40000,HybridMergeSort,11,3422501,true
400,50000,MergeSort,8,718366,true
400,50000,HybridMergeSort,16,5249925,true
400,100000,MergeSort,20,1536751,true
400,100000,HybridMergeSort,31,10640446,true
400,500000,MergeSort,85,8837053,true
400,500000,HybridMergeSort,109,36376526,true
400,1000000,MergeSort,194,18673877,true
400,1000000,HybridMergeSort,224,73749244,true
400,1500000,MergeSort,315,28911793,true
400,1500000,HybridMergeSort,419,156423893,true
400,2000000,MergeSort,396,39349109,true
400,2000000,HybridMergeSort,484,149546849,true
400,2500000,MergeSort,526,50026189,true
400,2500000,HybridMergeSort,688,225035292,true
400,5000000,MergeSort,1084,105051995,true
400,5000000,HybridMergeSort,1380,455095866,true
400,7500000,MergeSort,1606,161907771,true
400,7500000,HybridMergeSort,1901,547109440,true
400,10000000,MergeSort,2206,220101278,true
400,10000000,HybridMergeSort,2889,920182097,true
450,1000,MergeSort,0,8729,true
450,1000,HybridMergeSort,0,64824,true
450,2000,MergeSort,0,19429,true
450,2000,HybridMergeSort,0,131494,true
450,3000,MergeSort,1,30840,true
450,3000,HybridMergeSort,0,294404,true
450,4000,MergeSort,1,42792,true
450,4000,HybridMergeSort,1,264991,true
450,5000,MergeSort,1,55206,true
450,5000,HybridMergeSort,1,412468,true
450,10000,MergeSort,1,120427,true
450,10000,HybridMergeSort,2,843979,true
450,20000,MergeSort,3,260917,true
450,20000,HybridMergeSort,3,1694722,true
450,30000,MergeSort,5,408573,true
450,30000,HybridMergeSort,5,1987218,true
450,40000,MergeSort,4,561815,true
450,40000,HybridMergeSort,7,3438790,true
450,50000,MergeSort,8,718237,true
450,50000,HybridMergeSort,13,5270813,true
450,100000,MergeSort,17,1536650,true
450,100000,HybridMergeSort,27,10648046,true
450,500000,MergeSort,90,8837446,true
450,500000,HybridMergeSort,112,36400372,true
450,1000000,MergeSort,201,18674274,true
450,1000000,HybridMergeSort,242,73792391,true
450,1500000,MergeSort,283,28911099,true
450,1500000,HybridMergeSort,443,156398441,true
450,2000000,MergeSort,403,39349134,true
450,2000000,HybridMergeSort,524,149611684,true
450,2500000,MergeSort,515,50025362,true
450,2500000,HybridMergeSort,695,225103380,true
450,5000000,MergeSort,1074,105049639,true
450,5000000,HybridMergeSort,1369,454984048,true
450,7500000,MergeSort,1683,161908832,true
450,7500000,HybridMergeSort,2083,547236552,true
450,10000000,MergeSort,2274,220099374,true
450,10000000,HybridMergeSort,3023,920287962,true
500,1000,MergeSort,0,8670,true
500,1000,HybridMergeSort,0,126926,true
500,2000,MergeSort,1,19429,true
500,2000,HybridMergeSort,0,259633,true
500,3000,MergeSort,1,30926,true
500,3000,HybridMergeSort,0,292429,true
500,4000,MergeSort,1,42861,true
500,4000,HybridMergeSort,1,512100,true
500,5000,MergeSort,0,55229,true
500,5000,HybridMergeSort,1,420022,true
500,10000,MergeSort,2,120448,true
500,10000,HybridMergeSort,3,841882,true
500,20000,MergeSort,3,260943,true
500,20000,HybridMergeSort,4,1694487,true
500,30000,MergeSort,4,408496,true
500,30000,HybridMergeSort,10,3716880,true
500,40000,MergeSort,7,561823,true
500,40000,HybridMergeSort,11,3441768,true
500,50000,MergeSort,9,718149,true
500,50000,HybridMergeSort,13,5281639,true
500,100000,MergeSort,18,1536271,true
500,100000,HybridMergeSort,28,10658979,true
500,500000,MergeSort,107,8837228,true
500,500000,HybridMergeSort,193,66386345,true
500,1000000,MergeSort,200,18673211,true
500,1000000,HybridMergeSort,372,133767574,true
500,1500000,MergeSort,306,28910196,true
500,1500000,HybridMergeSort,683,156467416,true
500,2000000,MergeSort,694,39348749,true
500,2000000,HybridMergeSort,793,269614640,true
500,2500000,MergeSort,525,50024161,true
500,2500000,HybridMergeSort,730,224923601,true
500,5000000,MergeSort,1141,105050491,true
500,5000000,HybridMergeSort,1461,455156877,true
500,7500000,MergeSort,1779,161909348,true
500,7500000,HybridMergeSort,2844,968821263,true
500,10000000,MergeSort,2384,220101940,true
500,10000000,HybridMergeSort,3796,920408357,true
550,1000,MergeSort,0,8707,true
550,1000,HybridMergeSort,0,122198,true
550,2000,MergeSort,1,19429,true
550,2000,HybridMergeSort,0,255248,true
550,3000,MergeSort,1,30877,true
550,3000,HybridMergeSort,0,290153,true
550,4000,MergeSort,2,42816,true
550,4000,HybridMergeSort,1,521609,true
550,5000,MergeSort,1,55223,true
550,5000,HybridMergeSort,1,415414,true
550,10000,MergeSort,2,120408,true
550,10000,HybridMergeSort,2,837161,true
550,20000,MergeSort,3,260836,true
550,20000,HybridMergeSort,5,1684158,true
550,30000,MergeSort,5,408533,true
550,30000,HybridMergeSort,12,3705673,true
550,40000,MergeSort,7,561806,true
550,40000,HybridMergeSort,9,3423905,true
550,50000,MergeSort,9,718050,true
550,50000,HybridMergeSort,14,5271912,true
550,100000,MergeSort,21,1536887,true
550,100000,HybridMergeSort,30,10653979,true
550,500000,MergeSort,108,8836958,true
550,500000,HybridMergeSort,198,66481510,true
550,1000000,MergeSort,275,18674139,true
550,1000000,HybridMergeSort,414,133945158,true
550,1500000,MergeSort,335,28911711,true
550,1500000,HybridMergeSort,505,156417879,true
550,2000000,MergeSort,424,39347542,true
550,2000000,HybridMergeSort,707,269330368,true
550,2500000,MergeSort,537,50025059,true
550,2500000,HybridMergeSort,786,224978781,true
550,5000000,MergeSort,1220,105050734,true
550,5000000,HybridMergeSort,1492,454891463,true
550,7500000,MergeSort,2116,161902782,true
550,7500000,HybridMergeSort,3135,968996922,true
550,10000000,MergeSort,2482,220103391,true
550,10000000,HybridMergeSort,3087,920223473,true
650,1000,MergeSort,0,8712,true
650,1000,HybridMergeSort,1,126262,true
650,2000,MergeSort,0,19401,true
650,2000,HybridMergeSort,1,261293,true
650,3000,MergeSort,0,30916,true
650,3000,HybridMergeSort,1,287901,true
650,4000,MergeSort,0,42824,true
650,4000,HybridMergeSort,1,505440,true
650,5000,MergeSort,1,55245,true
650,5000,HybridMergeSort,2,798735,true
650,10000,MergeSort,1,120340,true
650,10000,HybridMergeSort,4,1599447,true
650,20000,MergeSort,4,260958,true
650,20000,HybridMergeSort,7,3231265,true
650,30000,MergeSort,5,408412,true
650,30000,HybridMergeSort,10,3725061,true
650,40000,MergeSort,7,561567,true
650,40000,HybridMergeSort,17,6530035,true
650,50000,MergeSort,10,718173,true
650,50000,HybridMergeSort,16,5260541,true
650,100000,MergeSort,19,1536044,true
650,100000,HybridMergeSort,30,10622385,true
650,500000,MergeSort,116,8836650,true
650,500000,HybridMergeSort,224,66385643,true
650,1000000,MergeSort,243,18673499,true
650,1000000,HybridMergeSort,415,133539600,true
650,1500000,MergeSort,318,28911223,true
650,1500000,HybridMergeSort,477,156421489,true
650,2000000,MergeSort,404,39348597,true
650,2000000,HybridMergeSort,714,269559409,true
650,2500000,MergeSort,499,50025222,true
650,2500000,HybridMergeSort,1046,413197091,true
650,5000000,MergeSort,1066,105052388,true
650,5000000,HybridMergeSort,2254,831407034,true
650,7500000,MergeSort,1689,161907404,true
650,7500000,HybridMergeSort,2684,968488767,true
650,10000000,MergeSort,2230,220098925,true
650,10000000,HybridMergeSort,4454,1673277588,true
750,1000,MergeSort,0,8689,true
750,1000,HybridMergeSort,1,125448,true
750,2000,MergeSort,0,19448,true
750,2000,HybridMergeSort,1,251964,true
750,3000,MergeSort,0,30874,true
750,3000,HybridMergeSort,1,580297,true
750,4000,MergeSort,1,42783,true
750,4000,HybridMergeSort,1,519385,true
750,5000,MergeSort,1,55175,true
750,5000,HybridMergeSort,2,799904,true
750,10000,MergeSort,2,120498,true
750,10000,HybridMergeSort,3,1611976,true
750,20000,MergeSort,3,260977,true
750,20000,HybridMergeSort,8,3242791,true
750,30000,MergeSort,5,408597,true
750,30000,HybridMergeSort,8,3735225,true
750,40000,MergeSort,8,561960,true
750,40000,HybridMergeSort,15,6480965,true
750,50000,MergeSort,7,718443,true
750,50000,HybridMergeSort,13,5268575,true
750,100000,MergeSort,17,1536381,true
750,100000,HybridMergeSort,28,10652641,true
750,500000,MergeSort,107,8837156,true
750,500000,HybridMergeSort,156,66371450,true
750,1000000,MergeSort,192,18674251,true
750,1000000,HybridMergeSort,335,133671675,true
750,1500000,MergeSort,288,28910898,true
750,1500000,HybridMergeSort,696,292517458,true
750,2000000,MergeSort,401,39349399,true
750,2000000,HybridMergeSort,732,269558653,true
750,2500000,MergeSort,542,50025154,true
750,2500000,HybridMergeSort,1021,413401017,true
750,5000000,MergeSort,1049,105050723,true
750,5000000,HybridMergeSort,2142,831490443,true
750,7500000,MergeSort,1595,161906212,true
750,7500000,HybridMergeSort,2621,968849163,true
750,10000000,MergeSort,2172,220100325,true
750,10000000,HybridMergeSort,4459,1673231412,true
850,1000,MergeSort,0,8699,true
850,1000,HybridMergeSort,1,122380,true
850,2000,MergeSort,0,19401,true
850,2000,HybridMergeSort,0,253431,true
850,3000,MergeSort,1,30932,true
850,3000,HybridMergeSort,1,576834,true
850,4000,MergeSort,0,42764,true
850,4000,HybridMergeSort,1,516406,true
850,5000,MergeSort,1,55172,true
850,5000,HybridMergeSort,2,803522,true
850,10000,MergeSort,2,120474,true
850,10000,HybridMergeSort,4,1621596,true
850,20000,MergeSort,3,260620,true
850,20000,HybridMergeSort,8,3254247,true
850,30000,MergeSort,5,408627,true
850,30000,HybridMergeSort,10,3722587,true
850,40000,MergeSort,7,561853,true
850,40000,HybridMergeSort,17,6495748,true
850,50000,MergeSort,11,718173,true
850,50000,HybridMergeSort,19,10095415,true
850,100000,MergeSort,15,1536265,true
