Threshold,Array Size,Algorithm,Time (ms),Comparisons,IsSorted
350,1500000,HybridMergeSort,312,89173983,true
350,2000000,MergeSort,400,39348343,true
350,2000000,HybridMergeSort,469,149521996,true
350,2500000,MergeSort,494,50026869,true
350,2500000,HybridMergeSort,641,225069235,true
350,5000000,MergeSort,994,105050387,true
350,5000000,HybridMergeSort,1360,455186440,true
350,7500000,MergeSort,1541,161908440,true
350,7500000,HybridMergeSort,1785,546987692,true
350,10000000,MergeSort,2131,220100773,true
350,10000000,HybridMergeSort,2868,920336220,true
400,1000,MergeSort,0,8693,true
400,1000,HybridMergeSort,0,64618,true
400,2000,MergeSort,0,19398,true
400,2000,HybridMergeSort,1,131753,true
400,3000,MergeSort,0,30936,true
400,3000,HybridMergeSort,1,294018,true
400,4000,MergeSort,0,42813,true
400,4000,HybridMergeSort,1,266781,true
400,5000,MergeSort,1,55148,true
400,5000,HybridMergeSort,1,416340,true
400,10000,MergeSort,2,120416,true
400,10000,HybridMergeSort,2,840668,true
400,20000,MergeSort,3,260879,true
400,20000,HybridMergeSort,4,1685936,true
400,30000,MergeSort,4,408466,true
400,30000,HybridMergeSort,6,1983768,true
400,40000,MergeSort,4,561897,true
400,40000,HybridMergeSort,0,3426809,true
400,50000,MergeSort,20,718213,true
400,50000,HybridMergeSort,13,5280346,true
400,100000,MergeSort,12,1536129,true
400,100000,HybridMergeSort,34,10626790,true
400,500000,MergeSort,93,8837420,true
400,500000,HybridMergeSort,94,36356509,true
400,1000000,MergeSort,184,18674212,true
400,1000000,HybridMergeSort,231,73846715,true
400,1500000,MergeSort,290,28909596,true
400,1500000,HybridMergeSort,433,156491864,true
400,2000000,MergeSort,371,39348671,true
400,2000000,HybridMergeSort,460,149449109,true
400,2500000,MergeSort,477,50025630,true
400,2500000,HybridMergeSort,646,224991940,true
400,5000000,MergeSort,1042,105051213,true
400,5000000,HybridMergeSort,1378,455178898,true
400,7500000,MergeSort,1525,161907223,true
400,7500000,HybridMergeSort,1784,547056451,true
400,10000000,MergeSort,2068,220099514,true
400,10000000,HybridMergeSort,2786,920412522,true
450,1000,MergeSort,0,8686,true
450,1000,HybridMergeSort,0,63145,true
450,2000,MergeSort,1,19410,true
450,2000,HybridMergeSort,0,134094,true
450,3000,MergeSort,0,30943,true
450,3000,HybridMergeSort,1,289425,true
450,4000,MergeSort,0,42817,true
450,4000,HybridMergeSort,1,271481,true
450,5000,MergeSort,0,55199,true
450,5000,HybridMergeSort,1,412391,true
450,10000,MergeSort,2,120596,true
450,10000,HybridMergeSort,1,841519,true
450,20000,MergeSort,3,261060,true
450,20000,HybridMergeSort,4,1689835,true
450,30000,MergeSort,4,408659,true
450,30000,HybridMergeSort,1,1981385,true
450,40000,MergeSort,11,561869,true
450,40000,HybridMergeSort,8,3441632,true
450,50000,MergeSort,7,718294,true
450,50000,HybridMergeSort,12,5272015,true
450,100000,MergeSort,7,1536448,true
450,100000,HybridMergeSort,36,10659750,true
450,500000,MergeSort,84,8837452,true
450,500000,HybridMergeSort,114,36394100,true
450,1000000,MergeSort,203,18674607,true
450,1000000,HybridMergeSort,238,73780964,true
450,1500000,MergeSort,318,28910361,true
450,1500000,HybridMergeSort,466,156505605,true
450,2000000,MergeSort,394,39348119,true
450,2000000,HybridMergeSort,452,149463376,true
450,2500000,MergeSort,555,50025454,true
450,2500000,HybridMergeSort,728,224891573,true
450,5000000,MergeSort,1033,105049992,true
450,5000000,HybridMergeSort,1465,455141565,true
450,7500000,MergeSort,1639,161905299,true
450,7500000,HybridMergeSort,1790,546933269,true
450,10000000,MergeSort,2150,220099164,true
450,10000000,HybridMergeSort,2822,919807303,true
500,1000,MergeSort,0,8706,true
500,1000,HybridMergeSort,0,125163,true
500,2000,MergeSort,0,19389,true
500,2000,HybridMergeSort,1,258954,true
500,3000,MergeSort,0,30927,true
500,3000,HybridMergeSort,1,289805,true
500,4000,MergeSort,0,42821,true
500,4000,HybridMergeSort,2,521601,true
500,5000,MergeSort,1,55222,true
500,5000,HybridMergeSort,1,418084,true
500,10000,MergeSort,1,120333,true
500,10000,HybridMergeSort,2,844915,true
500,20000,MergeSort,3,260938,true
500,20000,HybridMergeSort,4,1713894,true
500,30000,MergeSort,4,408572,true
500,30000,HybridMergeSort,8,3698579,true
500,40000,MergeSort,5,561681,true
500,40000,HybridMergeSort,8,3427817,true
500,50000,MergeSort,7,718139,true
500,50000,HybridMergeSort,11,5262785,true
500,100000,MergeSort,16,1536431,true
500,100000,HybridMergeSort,29,10636602,true
500,500000,MergeSort,89,8837026,true
500,500000,HybridMergeSort,165,66360116,true
500,1000000,MergeSort,180,18673801,true
500,1000000,HybridMergeSort,318,133900253,true
500,1500000,MergeSort,282,28911761,true
500,1500000,HybridMergeSort,443,156396557,true
500,2000000,MergeSort,376,39349217,true
500,2000000,HybridMergeSort,813,269554652,true
500,2500000,MergeSort,526,50024656,true
500,2500000,HybridMergeSort,758,225140568,true
500,5000000,MergeSort,1126,105049050,true
500,5000000,HybridMergeSort,1337,455177843,true
500,7500000,MergeSort,1553,161906924,true
500,7500000,HybridMergeSort,2654,968973623,true
500,10000000,MergeSort,2344,220102487,true
500,10000000,HybridMergeSort,2822,920250215,true
550,1000,MergeSort,0,8696,true
550,1000,HybridMergeSort,0,132525,true
550,2000,MergeSort,1,19393,true
550,2000,HybridMergeSort,0,251635,true
550,3000,MergeSort,1,30909,true
550,3000,HybridMergeSort,0,293560,true
550,4000,MergeSort,1,42821,true
550,4000,HybridMergeSort,1,510248,true
550,5000,MergeSort,1,55250,true
550,5000,HybridMergeSort,1,416930,true
550,10000,MergeSort,2,120509,true
550,10000,HybridMergeSort,2,834652,true
550,20000,MergeSort,3,260918,true
550,20000,HybridMergeSort,5,1712164,true
550,30000,MergeSort,5,408556,true
550,30000,HybridMergeSort,10,3709363,true
550,40000,MergeSort,7,562046,true
550,40000,HybridMergeSort,4,3448567,true
550,50000,MergeSort,16,717979,true
550,50000,HybridMergeSort,14,5242884,true
550,100000,MergeSort,20,1536529,true
550,100000,HybridMergeSort,30,10666337,true
550,500000,MergeSort,88,8838074,true
550,500000,HybridMergeSort,178,66455761,true
550,1000000,MergeSort,201,18674887,true
550,1000000,HybridMergeSort,308,133992633,true
550,1500000,MergeSort,288,28909819,true
550,1500000,HybridMergeSort,432,156394800,true
550,2000000,MergeSort,435,39349216,true
550,2000000,HybridMergeSort,776,269458144,true
550,2500000,MergeSort,539,50024679,true
550,2500000,HybridMergeSort,688,225008163,true
550,5000000,MergeSort,1050,105049089,true
550,5000000,HybridMergeSort,1389,454918449,true
550,7500000,MergeSort,1576,161907425,true
550,7500000,HybridMergeSort,2713,968851081,true
550,10000000,MergeSort,2115,220097207,true
550,10000000,HybridMergeSort,3421,920175267,true
650,1000,MergeSort,0,8691,true
650,1000,HybridMergeSort,0,129272,true
650,2000,MergeSort,1,19400,true
650,2000,HybridMergeSort,0,248514,true
650,3000,MergeSort,1,30933,true
650,3000,HybridMergeSort,0,290497,true
650,4000,MergeSort,1,42811,true
650,4000,HybridMergeSort,1,514798,true
650,5000,MergeSort,1,55189,true
650,5000,HybridMergeSort,2,803694,true
650,10000,MergeSort,1,120463,true
650,10000,HybridMergeSort,4,1605575,true
650,20000,MergeSort,1,260808,true
650,20000,HybridMergeSort,0,3245114,true
650,30000,MergeSort,0,408468,true
650,30000,HybridMergeSort,16,3717879,true
650,40000,MergeSort,15,561764,true
650,40000,HybridMergeSort,16,6508563,true
650,50000,MergeSort,4,718319,true
650,50000,HybridMergeSort,15,5279762,true
650,100000,MergeSort,17,1536160,true
650,100000,HybridMergeSort,24,10643048,true
650,500000,MergeSort,78,8837437,true
650,500000,HybridMergeSort,172,66407428,true
650,1000000,MergeSort,184,18674230,true
650,1000000,HybridMergeSort,336,133835472,true
650,1500000,MergeSort,308,28909915,true
650,1500000,HybridMergeSort,429,156429575,true
650,2000000,MergeSort,446,39347689,true
650,2000000,HybridMergeSort,1856,269613467,true
650,2500000,MergeSort,640,50024708,true
650,2500000,HybridMergeSort,1387,413335054,true
650,5000000,MergeSort,1042,105049589,true
650,5000000,HybridMergeSort,2008,831627383,true
650,7500000,MergeSort,1565,161905641,true
650,7500000,HybridMergeSort,2770,968569747,true
650,10000000,MergeSort,2103,220098675,true
650,10000000,HybridMergeSort,4521,1673218905,true
750,1000,MergeSort,0,8698,true
750,1000,HybridMergeSort,0,130113,true
750,2000,MergeSort,0,19417,true
750,2000,HybridMergeSort,1,260900,true
750,3000,MergeSort,0,30927,true
750,3000,HybridMergeSort,2,572837,true
750,4000,MergeSort,0,42859,true
750,4000,HybridMergeSort,1,513336,true
750,5000,MergeSort,1,55254,true
750,5000,HybridMergeSort,2,795039,true
750,10000,MergeSort,1,120455,true
750,10000,HybridMergeSort,4,1627393,true
750,20000,MergeSort,3,261036,true
750,20000,HybridMergeSort,7,3236698,true
750,30000,MergeSort,4,408531,true
750,30000,HybridMergeSort,9,3725816,true
750,40000,MergeSort,6,562109,true
750,40000,HybridMergeSort,17,6522854,true
750,50000,MergeSort,7,718268,true
750,50000,HybridMergeSort,13,5271032,true
750,100000,MergeSort,16,1536539,true
750,100000,HybridMergeSort,28,10644262,true
750,500000,MergeSort,90,8837196,true
750,500000,HybridMergeSort,173,66555560,true
750,1000000,MergeSort,178,18674407,true
750,1000000,HybridMergeSort,336,133840649,true
750,1500000,MergeSort,292,28908961,true
750,1500000,HybridMergeSort,631,292423726,true
750,2000000,MergeSort,394,39348154,true
750,2000000,HybridMergeSort,706,269620554,true
750,2500000,MergeSort,483,50026361,true
750,2500000,HybridMergeSort,1055,413310339,true
750,5000000,MergeSort,981,105053807,true
750,5000000,HybridMergeSort,2058,831687347,true
750,7500000,MergeSort,1891,161907295,true
750,7500000,HybridMergeSort,2860,969032159,true
750,10000000,MergeSort,2245,220097007,true
750,10000000,HybridMergeSort,4426,1673398738,true
850,1000,MergeSort,0,8729,true
850,1000,HybridMergeSort,0,124714,true
850,2000,MergeSort,1,19373,true
850,2000,HybridMergeSort,0,250437,true
850,3000,MergeSort,1,30942,true
850,3000,HybridMergeSort,1,567728,true
850,4000,MergeSort,1,42793,true
850,4000,HybridMergeSort,0,519838,true
850,5000,MergeSort,1,55193,true
850,5000,HybridMergeSort,2,801492,true
850,10000,MergeSort,1,120396,true
850,10000,HybridMergeSort,4,1597795,true
850,20000,MergeSort,3,260922,true
850,20000,HybridMergeSort,7,3257881,true
850,30000,MergeSort,5,408461,true
850,30000,HybridMergeSort,9,3717996,true
850,40000,MergeSort,6,561683,true
850,40000,HybridMergeSort,16,6545620,true
850,50000,MergeSort,8,718307,true
850,50000,HybridMergeSort,25,10088464,true
850,100000,MergeSort,18,1536461,true
850,100000,HybridMergeSort,46,20355723,true
850,500000,MergeSort,91,8837599,true
850,500000,HybridMergeSort,166,66364409,true
850,1000000,MergeSort,189,18675332,true
850,1000000,HybridMergeSort,318,133843814,true
850,1500000,MergeSort,285,28911385,true
850,1500000,HybridMergeSort,853,292409564,true
850,2000000,MergeSort,485,39348381,true
850,2000000,HybridMergeSort,829,269718903,true
850,2500000,MergeSort,517,50024216,true
850,2500000,HybridMergeSort,1096,413187230,true
850,5000000,MergeSort,987,105050418,true
850,5000000,HybridMergeSort,2058,831958691,true
850,7500000,MergeSort,2135,161904781,true
850,7500000,HybridMergeSort,2767,968907775,true
850,10000000,MergeSort,2136,220099929,true
850,10000000,HybridMergeSort,4388,1673340604,true
900,1000,MergeSort,0,8731,true
900,1000,HybridMergeSort,1,123160,true
900,2000,MergeSort,0,19439,true
900,2000,HybridMergeSort,1,257613,true
900,3000,MergeSort,0,30894,true
900,3000,HybridMergeSort,1,571195,true
900,4000,MergeSort,1,42861,true
900,4000,HybridMergeSort,1,512754,true
900,5000,MergeSort,0,55311,true
900,5000,HybridMergeSort,2,799892,true
900,10000,MergeSort,1,120366,true
900,10000,HybridMergeSort,3,1617169,true
900,20000,MergeSort,2,260920,true
900,20000,HybridMergeSort,7,3232955,true
900,30000,MergeSort,5,408527,true
900,30000,HybridMergeSort,8,3721076,true
900,40000,MergeSort,6,561643,true
900,40000,HybridMergeSort,15,6524321,true
900,50000,MergeSort,7,718320,true
900,50000,HybridMergeSort,21,10114633,true
900,100000,MergeSort,15,1536384,true
900,100000,HybridMergeSort,43,20249999,true
900,500000,MergeSort,89,8835914,true
900,500000,HybridMergeSort,180,66411494,true
900,1000000,MergeSort,197,18674243,true
900,1000000,HybridMergeSort,310,133782901,true
900,1500000,MergeSort,282,28912354,true
900,1500000,HybridMergeSort,668,292439449,true
900,2000000,MergeSort,423,39348792,true
900,2000000,HybridMergeSort,730,269658413,true
900,2500000,MergeSort,524,50024821,true
900,2500000,HybridMergeSort,1088,413398372,true
900,5000000,MergeSort,1060,105053194,true
900,5000000,HybridMergeSort,2064,831857728,true
900,7500000,MergeSort,1688,161907512,true
900,7500000,HybridMergeSort,3091,968688736,true
900,10000000,MergeSort,2274,220097967,true
900,10000000,HybridMergeSort,4473,1673216414,true
950,1000,MergeSort,0,8686,true
950,1000,HybridMergeSort,0,127004,true
950,2000,MergeSort,1,19393,true
950,2000,HybridMergeSort,0,254067,true
950,3000,MergeSort,1,30940,true
950,3000,HybridMergeSort,1,560351,true
950,4000,MergeSort,1,42822,true
950,4000,HybridMergeSort,1,516675,true
950,5000,MergeSort,1,55237,true
950,5000,HybridMergeSort,1,805918,true
950,10000,MergeSort,2,120410,true
950,10000,HybridMergeSort,4,1609275,true
950,20000,MergeSort,3,260896,true
950,20000,HybridMergeSort,7,3248475,true
950,30000,MergeSort,5,408520,true
950,30000,HybridMergeSort,15,7219468,true
950,40000,MergeSort,6,561953,true
950,40000,HybridMergeSort,17,6517592,true
950,50000,MergeSort,8,718111,true
950,50000,HybridMergeSort,26,10101895,true
950,100000,MergeSort,17,1536470,true
950,100000,HybridMergeSort,45,20269474,true
950,500000,MergeSort,93,8837996,true
950,500000,HybridMergeSort,180,66457437,true
950,1000000,MergeSort,193,18674514,true
950,1000000,HybridMergeSort,340,133817393,true
950,1500000,MergeSort,265,28909856,true
950,1500000,HybridMergeSort,650,292092164,true
950,2000000,MergeSort,397,39348337,true
950,2000000,HybridMergeSort,694,269666857,true
950,2500000,MergeSort,495,50025437,true
950,2500000,HybridMergeSort,1059,413288212,true
950,5000000,MergeSort,1084,105049446,true
950,5000000,HybridMergeSort,2020,831480584,true
950,7500000,MergeSort,1540,161907953,true
950,7500000,HybridMergeSort,4020,1819227577,true
950,10000000,MergeSort,2177,220103626,true
950,10000000,HybridMergeSort,4291,1672722125,true
