Vertices,Edges,Time Array (Method 1),Time Array (Method 2),Density,Matrix Memory (bytes),List Memory (bytes)
630,629,51722,2876,0.003175,1587600,7548
115,114,2175,483,0.017391,52900,1368
711,710,39747,1992,0.002813,2022084,8520
511,510,1848,182,0.003914,1044484,6120
302,301,1064,161,0.006623,364816,3612
703,702,6342,421,0.002845,1976836,8424
263,262,588,97,0.007605,276676,3144
624,623,38357,1779,0.003205,1557504,7476
504,503,3783,303,0.003968,1016064,6036
258,257,527,88,0.007752,266256,3084
395,394,1227,131,0.005063,624100,4728
572,571,982,111,0.003497,1308736,6852
864,863,1397,152,0.002315,2985984,10356
994,993,25260,1055,0.002012,3952144,11916
44,43,116,57,0.045455,7744,516
924,923,1638,163,0.002165,3415104,11076
253,252,503,80,0.007905,256036,3024
880,879,13826,663,0.002273,3097600,10548
42,41,688,359,0.047619,7056,492
303,302,624,102,0.006601,367236,3624
136,135,297,70,0.014706,73984,1620
139,138,300,75,0.014388,77284,1656
670,669,1319,154,0.002985,1795600,8028
578,577,11209,709,0.003460,1336336,6924
122,121,5104,1106,0.016393,59536,1452
959,958,15020,763,0.002086,3678724,11496
284,283,630,98,0.007042,322624,3396
535,534,1106,144,0.003738,1144900,6408
761,760,1476,176,0.002628,2316484,9120
329,328,3462,343,0.006079,432964,3936
576,575,20255,1124,0.003472,1327104,6900
437,436,951,131,0.004577,763876,5232
892,891,5266,383,0.002242,3182656,10692
574,573,1191,146,0.003484,1317904,6876
414,413,874,119,0.004831,685584,4956
891,890,7534,492,0.002245,3175524,10680
565,564,1865,225,0.003540,1276900,6768
973,972,1801,201,0.002055,3786916,11664
496,495,873,116,0.004032,984064,5940
888,887,9203,513,0.002252,3154176,10644
371,370,662,86,0.005391,550564,4440
879,878,2339,231,0.002275,3090564,10536
395,394,689,93,0.005063,624100,4728
548,547,1499,135,0.003650,1201216,6564
73,72,384,127,0.027397,21316,864
295,294,1213,131,0.006780,348100,3528
10,9,128,143,0.200000,400,108
336,335,6635,582,0.005952,451584,4020
303,302,566,92,0.006601,367236,3624
871,870,4673,385,0.002296,3034564,10440
205,204,7523,1022,0.009756,168100,2448
158,157,10065,1835,0.012658,99856,1884
56,55,507,194,0.035714,12544,660
57,56,349,136,0.035088,12996,672
310,309,627,101,0.006452,384400,3708
669,668,33407,1777,0.002990,1790244,8016
496,495,22505,1477,0.004032,984064,5940
468,467,932,108,0.004274,876096,5604
268,267,551,90,0.007463,287296,3204
283,282,563,92,0.007067,320356,3384
549,548,8031,533,0.003643,1205604,6576
693,692,83486,4836,0.002886,1920996,8304
227,226,472,85,0.008811,206116,2712
98,97,884,195,0.020408,38416,1164
487,486,48736,3582,0.004107,948676,5832
868,867,7195,467,0.002304,3013696,10404
929,928,178849,8020,0.002153,3452164,11136
389,388,994,108,0.005141,605284,4656
664,663,26612,1171,0.003012,1763584,7956
621,620,1096,143,0.003221,1542564,7440
5,4,70,84,0.400000,100,48
471,470,4261,330,0.004246,887364,5640
432,431,1728,201,0.004630,746496,5172
79,78,164,60,0.025316,24964,936
779,778,1374,145,0.002567,2427364,9336
158,157,319,68,0.012658,99856,1884
990,989,6169,458,0.002020,3920400,11868
461,460,48799,3349,0.004338,850084,5520
674,673,18994,940,0.002967,1817104,8076
163,162,390,87,0.012270,106276,1944
486,485,1536,150,0.004115,944784,5820
254,253,5895,586,0.007874,258064,3036
59,58,2067,1004,0.033898,13924,696
839,838,97474,4810,0.002384,2815684,10056
941,940,4216,346,0.002125,3541924,11280
32,31,212,135,0.062500,4096,372
811,810,37498,1586,0.002466,2630884,9720
273,272,2058,258,0.007326,298116,3264
549,548,1779,172,0.003643,1205604,6576
707,706,2237,224,0.002829,1999396,8472
195,194,1723,230,0.010256,152100,2328
192,191,406,85,0.010417,147456,2292
309,308,7373,652,0.006472,381924,3696
721,720,6956,455,0.002774,2079364,8640
587,586,5766,363,0.003407,1378276,7032
672,671,1304,157,0.002976,1806336,8052
979,978,1759,176,0.002043,3833764,11736
274,273,8545,822,0.007299,300304,3276
71,70,2587,1090,0.028169,20164,840
126,125,461,99,0.015873,63504,1500
509,508,40092,2356,0.003929,1036324,6096
48,47,203,84,0.041667,9216,564
474,473,976,133,0.004219,898704,5676
52,51,162,52,0.038462,10816,612
384,383,820,117,0.005208,589824,4596
501,500,997,127,0.003992,1004004,6000
231,230,3040,342,0.008658,213444,2760
51,50,899,369,0.039216,10404,600
887,886,1712,195,0.002255,3147076,10632
199,198,426,82,0.010050,158404,2376
772,771,1467,154,0.002591,2383936,9252
188,187,2711,370,0.010638,141376,2244
62,61,155,56,0.032258,15376,732
529,528,8165,542,0.003781,1119364,6336
99,98,1481,366,0.020202,39204,1176
849,848,10545,598,0.002356,2883204,10176
808,807,3570,295,0.002475,2611456,9684
708,707,39771,1838,0.002825,2005056,8484
349,348,697,103,0.005731,487204,4176
86,85,198,70,0.023256,29584,1020
185,184,393,87,0.010811,136900,2208
308,307,20390,1892,0.006494,379456,3684
855,854,4491,344,0.002339,2924100,10248
624,623,1827,199,0.003205,1557504,7476
656,655,1902,203,0.003049,1721344,7860
367,366,674,101,0.005450,538756,4392
281,280,947,117,0.007117,315844,3360
351,350,2383,257,0.005698,492804,4200
678,677,27664,1384,0.002950,1838736,8124
67,66,1723,620,0.029851,17956,792
94,93,283,78,0.021277,35344,1116
270,269,1051,139,0.007407,291600,3228
718,717,1212,146,0.002786,2062096,8604
503,502,873,110,0.003976,1012036,6024
671,670,75629,4396,0.002981,1800964,8040
692,691,9929,565,0.002890,1915456,8292
985,984,4399,410,0.002030,3880900,11808
766,765,1477,170,0.002611,2347024,9180
686,685,44536,2283,0.002915,1882384,8220
463,462,2766,258,0.004320,857476,5544
694,693,1336,157,0.002882,1926544,8316
651,650,2922,243,0.003072,1695204,7800
781,780,2495,266,0.002561,2439844,9360
978,977,1838,205,0.002045,3825936,11724
768,767,2363,238,0.002604,2359296,9204
432,431,1341,152,0.004630,746496,5172
460,459,2675,272,0.004348,846400,5508
750,749,1426,167,0.002667,2250000,8988
434,433,3688,298,0.004608,753424,5196
886,885,9779,582,0.002257,3139984,10620
538,537,27510,1633,0.003717,1157776,6444
717,716,17203,977,0.002789,2056356,8592
257,256,1272,162,0.007782,264196,3072
595,594,2207,211,0.003361,1416100,7128
859,858,9615,547,0.002328,2951524,10296
527,526,1831,172,0.003795,1110916,6312
746,745,2211,246,0.002681,2226064,8940
98,97,196,73,0.020408,38416,1164
107,106,195,57,0.018692,45796,1272
761,760,2747,247,0.002628,2316484,9120
230,229,379,67,0.008696,211600,2748
637,636,958,124,0.003140,1623076,7632
942,941,1346,147,0.002123,3549456,11292
480,479,1254,123,0.004167,921600,5748
225,224,348,67,0.008889,202500,2688
578,577,855,110,0.003460,1336336,6924
30,29,87,53,0.066667,3600,348
109,108,198,53,0.018349,47524,1296
189,188,3895,578,0.010582,142884,2256
981,980,9377,558,0.002039,3849444,11760
684,683,2762,230,0.002924,1871424,8196
307,306,1237,134,0.006515,376996,3672
138,137,1048,194,0.014493,76176,1644
615,614,97092,6570,0.003252,1512900,7368
78,77,189,66,0.025641,24336,924
234,233,504,88,0.008547,219024,2796
416,415,1986,177,0.004808,692224,4980
940,939,36025,1295,0.002128,3534400,11268
331,330,17392,1460,0.006042,438244,3960
358,357,762,112,0.005587,512656,4284
766,765,195456,13029,0.002611,2347024,9180
283,282,4395,454,0.007067,320356,3384
759,758,1428,198,0.002635,2304324,9096
877,876,21457,937,0.002281,3076516,10512
304,303,636,101,0.006579,369664,3636
716,715,1355,143,0.002793,2050624,8580
172,171,381,77,0.011628,118336,2052
206,205,1091,141,0.009709,169744,2460
484,483,11833,754,0.004132,937024,5796
703,702,10068,599,0.002845,1976836,8424
294,293,971,124,0.006803,345744,3516
433,432,11141,874,0.004619,749956,5184
63,62,172,69,0.031746,15876,744
638,637,1292,156,0.003135,1628176,7644
659,658,2089,215,0.003035,1737124,7896
805,804,13109,679,0.002484,2592100,9648
437,436,21422,1630,0.004577,763876,5232
409,408,812,115,0.004890,669124,4896
329,328,633,93,0.006079,432964,3936
488,487,12748,871,0.004098,952576,5844
711,710,80822,4288,0.002813,2022084,8520
356,355,3689,334,0.005618,506944,4260
117,116,3086,714,0.017094,54756,1392
894,893,199083,10013,0.002237,3196944,10716
557,556,1118,143,0.003591,1240996,6672
50,49,1421,650,0.040000,10000,588
255,254,883,119,0.007843,260100,3048
977,976,47633,1651,0.002047,3818116,11712
523,522,1054,127,0.003824,1094116,6264
808,807,41590,1856,0.002475,2611456,9684
831,830,2528,271,0.002407,2762244,9960
198,197,12569,1836,0.010101,156816,2364
830,829,19084,911,0.002410,2755600,9948
967,966,250751,13812,0.002068,3740356,11592
28,27,161,102,0.071429,3136,324
469,468,4082,493,0.004264,879844,5616
179,178,13935,2215,0.011173,128164,2136
307,306,19455,1718,0.006515,376996,3672
449,448,29174,1960,0.004454,806404,5376
307,306,14564,1461,0.006515,376996,3672
834,833,1735,195,0.002398,2782224,9996
612,611,6240,421,0.003268,1498176,7332
672,671,6226,481,0.002976,1806336,8052
814,813,81793,5510,0.002457,2650384,9756
777,776,56597,2969,0.002574,2414916,9312
138,137,2432,449,0.014493,76176,1644
746,745,80156,4077,0.002681,2226064,8940
8,7,89,106,0.250000,256,84
795,794,1476,152,0.002516,2528100,9528
471,470,13080,899,0.004246,887364,5640
481,480,8616,572,0.004158,925444,5760
535,534,18881,1119,0.003738,1144900,6408
356,355,724,99,0.005618,506944,4260
405,404,2581,269,0.004938,656100,4848
250,249,751,104,0.008000,250000,2988
895,894,5825,506,0.002235,3204100,10728
747,746,7868,482,0.002677,2232036,8952
392,391,633,86,0.005102,614656,4692
720,719,4050,322,0.002778,2073600,8628
581,580,973,118,0.003442,1350244,6960
761,760,1224,143,0.002628,2316484,9120
351,350,574,89,0.005698,492804,4200
564,563,892,97,0.003546,1272384,6756
631,630,993,123,0.003170,1592644,7560
622,621,993,122,0.003215,1547536,7452
895,894,1446,160,0.002235,3204100,10728
747,746,1175,127,0.002677,2232036,8952
844,843,3142,246,0.002370,2849344,10116
340,339,40822,3827,0.005882,462400,4068
527,526,1076,136,0.003795,1110916,6312
937,936,2466,256,0.002134,3511876,11232
173,172,5256,772,0.011561,119716,2064
551,550,4872,352,0.003630,1214404,6600
739,738,1854,188,0.002706,2184484,8856
132,131,506,91,0.015152,69696,1572
454,453,751,101,0.004405,824464,5436
434,433,1173,118,0.004608,753424,5196
939,938,1440,143,0.002130,3526884,11256
356,355,518,74,0.005618,506944,4260
132,131,5225,1089,0.015152,69696,1572
657,656,2558,238,0.003044,1726596,7872
331,330,26866,2394,0.006042,438244,3960
868,867,14192,730,0.002304,3013696,10404
113,112,391,90,0.017699,51076,1344
717,716,20192,1012,0.002789,2056356,8592
567,566,6195,401,0.003527,1285956,6792
993,992,63415,2397,0.002014,3944196,11904
719,718,3705,279,0.002782,2067844,8616
909,908,88359,3841,0.002200,3305124,10896
214,213,1345,167,0.009346,183184,2556
893,892,1732,192,0.002240,3189796,10704
436,435,4403,350,0.004587,760384,5220
145,144,4838,834,0.013793,84100,1728
254,253,548,104,0.007874,258064,3036
965,964,1888,209,0.002073,3724900,11568
430,429,879,133,0.004651,739600,5148
213,212,502,92,0.009390,181476,2544
143,142,343,77,0.013986,81796,1704
744,743,1449,163,0.002688,2214144,8916
51,50,877,368,0.039216,10404,600
57,56,677,253,0.035088,12996,672
527,526,1104,139,0.003795,1110916,6312
322,321,18649,1564,0.006211,414736,3852
747,746,1543,168,0.002677,2232036,8952
10,9,64,51,0.200000,400,108
422,421,3290,285,0.004739,712336,5052
153,152,2504,388,0.013072,93636,1824
378,377,1770,164,0.005291,571536,4524
935,934,2834,310,0.002139,3496900,11208
107,106,208,60,0.018692,45796,1272
603,602,3108,246,0.003317,1454436,7224
576,575,1136,133,0.003472,1327104,6900
718,717,11854,622,0.002786,2062096,8604
762,761,1478,167,0.002625,2322576,9132
926,925,6695,476,0.002160,3429904,11100
61,60,159,62,0.032787,14884,720
500,499,4354,312,0.004000,1000000,5988
413,412,861,120,0.004843,682276,4944
448,447,934,128,0.004464,802816,5364
200,199,437,82,0.010000,160000,2388
384,383,828,114,0.005208,589824,4596
521,520,5562,407,0.003839,1085764,6240
279,278,610,99,0.007168,311364,3336
878,877,1615,182,0.002278,3083536,10524
52,51,553,226,0.038462,10816,612
858,857,8340,510,0.002331,2944656,10284
248,247,2560,324,0.008065,246016,2964
912,911,1636,178,0.002193,3326976,10932
351,350,4092,349,0.005698,492804,4200
51,50,316,147,0.039216,10404,600
801,800,5328,375,0.002497,2566404,9600
12,11,193,203,0.166667,576,132
971,970,8842,523,0.002060,3771364,11640
67,66,161,62,0.029851,17956,792
647,646,2053,230,0.003091,1674436,7752
663,662,55585,4760,0.003017,1758276,7944
416,415,1376,147,0.004808,692224,4980
606,605,12602,670,0.003300,1468944,7260
87,86,202,69,0.022989,30276,1032
986,985,1875,207,0.002028,3888784,11820
152,151,323,75,0.013158,92416,1812
646,645,1184,146,0.003096,1669264,7740
800,799,4485,331,0.002500,2560000,9588
283,282,595,91,0.007067,320356,3384
188,187,10158,1440,0.010638,141376,2244
100,99,238,69,0.020000,40000,1188
880,879,1707,191,0.002273,3097600,10548
784,783,1535,179,0.002551,2458624,9396
392,391,2230,1114,0.005102,614656,4692
