Vertices,Edges,Time Array (Method 1),Time Array (Method 2),Density,Matrix Memory (bytes),List Memory (bytes)
138,18591,61509,390861,1.966677,76176,223092
869,139282,3286668,2039357,0.369305,3020644,1671384
688,102170,2153887,1512812,0.432323,1893376,1226040
890,581617,3706052,17223058,1.470196,3168400,6979404
954,495444,4909245,7819137,1.089892,3640464,5945328
515,216357,1125868,6809121,1.634672,1060900,2596284
314,95884,313386,1545634,1.951202,394384,1150608
613,85847,1754357,1258543,0.457660,1503076,1030164
503,160621,1334209,2325571,1.272215,1012036,1927452
23,427,1045,4726,1.687747,2116,5124
290,52881,458733,745797,1.261926,336400,634572
696,71004,2010871,1860258,0.293575,1937664,852048
388,79494,928178,1517255,1.058819,602176,953928
785,505801,2671600,5910713,1.643705,2464900,6069612
563,128736,1701919,1733291,0.813739,1267876,1544832
244,55660,228121,1158060,1.877488,238144,667920
891,106881,3195792,2229903,0.269565,3175524,1282572
280,8140,332613,235202,0.208397,313600,97680
999,341930,5346483,11664980,0.685916,3992004,4103160
637,25567,1420170,709759,0.126216,1623076,306804
525,268572,859427,4420608,1.952541,1102500,3222864
778,366493,3347067,4677890,1.212537,2421136,4397916
955,635395,4786654,7966821,1.394832,3648100,7624740
195,34685,159615,622129,1.833730,152100,416220
944,768045,3957302,11667722,1.725572,3564544,9216540
70,4552,12591,69219,1.884886,19600,54624
263,44648,381621,938559,1.295910,276676,535776
376,49017,732099,1142139,0.695277,565504,588204
410,67065,905769,1017329,0.799869,672400,804780
844,343353,3752799,6444667,0.965163,2849344,4120236
48,1849,4472,20669,1.639184,9216,22188
243,53743,249025,964194,1.827807,236196,644916
317,25915,487523,383753,0.517410,401956,310980
841,163251,3972293,4471274,0.462179,2829124,1959012
732,176421,3979225,4072610,0.659404,2143296,2117052
872,347911,4241737,4961326,0.916144,3041536,4174932
841,485099,3845517,7026036,1.373362,2829124,5821188
467,80032,1232005,1598573,0.735514,872356,960384
328,92530,474118,1134982,1.725405,430336,1110360
27,215,1348,4120,0.612536,2916,2580
119,12537,62049,279806,1.785643,56644,150444
342,88896,645531,1148785,1.524515,467856,1066752
670,212364,2646997,2992244,0.947567,1795600,2548368
581,192121,1790223,2861868,1.140252,1350244,2305452
88,3180,38140,66342,0.830721,30976,38160
284,20214,388586,503722,0.503011,322624,242568
649,378449,1555727,4697370,1.799773,1684804,4541388
273,64297,312733,1230430,1.731766,298116,771564
485,146956,1264028,2608457,1.252075,940900,1763472
864,661124,3008046,7980486,1.773325,2985984,7933488
609,321020,1688852,8018008,1.733969,1483524,3852240
970,429537,5161036,8165117,0.913977,3763600,5154444
872,249434,3946603,4676017,0.656827,3041536,2993208
998,538322,5168831,6509132,1.082048,3984016,6459864
140,13252,113587,297700,1.361973,78400,159024
189,33307,129347,486573,1.874761,142884,399684
274,13850,344086,354156,0.370311,300304,166200
17,10,69,54,0.073529,1156,120
353,32148,591049,539791,0.517448,498436,385776
410,27086,700310,584066,0.323048,672400,325032
522,230305,1094754,2965991,1.693656,1089936,2763660
17,203,510,2190,1.492647,1156,2436
789,253913,3150680,3100146,0.816792,2490084,3046956
811,311718,3455672,4194399,0.949043,2630884,3740616
120,1188,42463,25897,0.166387,57600,14256
989,406021,4992967,8354077,0.831046,3912484,4872252
23,119,978,1955,0.470356,2116,1428
494,188736,1101374,2773634,1.549926,976144,2264832
446,75049,1040328,1246965,0.756276,795664,900588
614,229225,2311169,3804405,1.218044,1507984,2750700
522,90776,1431993,1245684,0.667564,1089936,1089312
767,320893,3081149,10955043,1.092361,2353156,3850716
338,75967,593832,1497625,1.333854,456976,911604
254,56693,273548,985435,1.764433,258064,680316
363,101849,625458,1485233,1.550142,527076,1222188
134,4058,80050,87974,0.455392,71824,48696
255,40005,355562,664019,1.235294,260100,480060
321,51409,613823,869974,1.000954,412164,616908
501,145983,1362613,1949893,1.165533,1004004,1751796
876,647591,2957509,12856601,1.689735,3069504,7771092
699,295221,2524793,3270572,1.210165,1954404,3542652
37,310,2275,4427,0.465465,5476,3720
818,529874,2863510,7554746,1.585723,2676496,6358488
263,34344,393032,756117,0.996836,276676,412128
618,89507,1711217,1206600,0.469476,1527696,1074084
23,139,921,1976,0.549407,2116,1668
842,182718,3283926,2565995,0.516064,2835856,2192616
861,280056,3676956,5421174,0.756438,2965284,3360672
742,184999,2699611,2580054,0.672941,2202256,2219988
604,4804,965897,196788,0.026380,1459264,57648
805,31504,2067621,948179,0.097352,2592100,378048
662,193943,2237676,4536187,0.886430,1752976,2327316
925,581572,4821321,7884038,1.360880,3422500,6978864
177,4947,176863,161685,0.317604,125316,59364
1001,768657,4422042,11285348,1.535778,4008004,9223884
470,214686,589655,6026250,1.947884,883600,2576232
385,89159,780568,1599543,1.206155,592900,1069908
173,16747,165596,358632,1.125622,119716,200964
723,354848,2525228,4290192,1.359555,2090916,4258176
92,949,22068,17220,0.226708,33856,11388
317,75221,497171,894259,1.501837,401956,902652
614,330788,1411919,3946822,1.757725,1507984,3969456
912,459756,4343818,5766569,1.106736,3326976,5517072
132,11001,101327,236531,1.272380,69696,132012
997,310758,4737813,5970116,0.625890,3976036,3729096
339,59361,628632,749226,1.036131,459684,712332
54,1973,7809,27531,1.378756,11664,23676
857,323713,4055813,6715394,0.882542,2937796,3884556
822,155541,3583993,3661973,0.460956,2702736,1866492
537,127378,1779234,2317554,0.885086,1153476,1528536
105,2557,57944,66142,0.468315,44100,30684
507,70961,1442214,2036841,0.553212,1028196,851532
21,122,941,2284,0.580952,1764,1464
891,713652,3233228,23260098,1.799902,3175524,8563824
504,47582,1245072,1287614,0.375383,1016064,570984
764,226883,3482645,6845950,0.778420,2334784,2722596
180,4539,151613,113582,0.281750,129600,54468
922,315642,5092804,4918903,0.743420,3400336,3787704
417,60701,1069127,1605285,0.699836,695556,728412
941,654079,4861636,9018027,1.478913,3541924,7848948
460,73704,1263057,2045606,0.698153,846400,884448
968,139258,4424851,3800345,0.297542,3748096,1671096
805,405759,4246663,7947990,1.253852,2592100,4869108
846,685249,2398030,10191215,1.917129,2862864,8222988
862,425935,4783396,5663478,1.147791,2972176,5111220
910,70965,3434356,1466866,0.171581,3312400,851580
90,1363,34169,38843,0.340325,32400,16356
683,278065,2936252,10585639,1.193909,1865956,3336780
624,72381,1945352,2107218,0.372376,1557504,868572
212,13878,309384,441153,0.620495,179776,166536
941,56053,3546984,1454228,0.126739,3541924,672636
983,766115,4910472,19723248,1.587300,3865156,9193380
976,856886,3840768,17365925,1.800937,3810304,10282632
375,20378,678985,598872,0.290595,562500,244536
206,19794,271592,511073,0.937438,169744,237528
377,103311,817735,2372703,1.457630,568516,1239732
249,48168,365630,1261901,1.560047,248004,578016
300,82276,405559,1148510,1.834470,360000,987312
894,740517,3021777,9753628,1.855137,3196944,8886204
422,9505,676430,296057,0.107001,712336,114060
588,141141,2050836,3379830,0.817839,1382976,1693692
875,318742,4877175,10764085,0.833585,3062500,3824904
814,294118,4105760,4837972,0.888867,2650384,3529416
666,379525,2088094,6715740,1.713857,1774224,4554300
457,168633,1058097,4462585,1.618421,835396,2023596
756,474348,2646357,5840499,1.662104,2286144,5692176
13,96,472,1684,1.230769,676,1152
155,6207,138836,160633,0.520067,96100,74484
446,31106,938690,878242,0.313458,795664,373272
606,331518,1711288,9658487,1.808461,1468944,3978216
686,230031,2896055,5293550,0.979043,1882384,2760372
998,978729,2706329,12093385,1.967283,3984016,11744748
778,569030,2143498,9526896,1.882628,2421136,6828360
85,4405,40141,78245,1.233894,28900,52860
20,265,854,3080,1.394737,1600,3180
104,2366,66417,76505,0.441748,43264,28392
489,56093,1283561,952572,0.470121,956484,673116
887,554478,4254408,14228952,1.411097,3147076,6653736
829,578035,3162249,8376687,1.684222,2748964,6936420
904,434255,4740542,10375981,1.063944,3268864,5211060
630,203244,2202343,3172059,1.025785,1587600,2438928
185,28991,172425,703256,1.703349,136900,347892
906,809002,2288720,11136582,1.973344,3283344,9708024
876,741137,2334031,17352880,1.933821,3069504,8893644
608,333605,1493015,8432683,1.807883,1478656,4003260
695,39104,1955160,935644,0.162146,1932100,469248
147,4781,114477,116652,0.445532,86436,57372
961,471002,5707742,8904678,1.021076,3694084,5652024
672,223376,2811930,5896382,0.990774,1806336,2680512
797,571091,2855700,10726073,1.800379,2540836,6853092
20,20,102,66,0.105263,1600,240
877,109196,3859612,2144591,0.284271,3076516,1310352
724,372809,2966448,5000168,1.424425,2096704,4473708
86,808,20977,17634,0.221067,29584,9696
63,2237,13677,34041,1.145417,15876,26844
440,68754,1118644,1079254,0.711887,774400,825048
268,65523,313836,846367,1.831377,287296,786276
61,212,6848,5324,0.115847,14884,2544
701,224351,2980601,3041032,0.914412,1965604,2692212
262,32131,448689,864521,0.939750,274576,385572
982,65864,3903522,1565797,0.136741,3857296,790368
185,22114,223880,580167,1.299295,136900,265368
496,54190,1302598,939625,0.441430,984064,650280
69,4487,13800,78221,1.912617,19044,53844
457,151363,1148296,4730255,1.452676,835396,1816356
169,1466,102855,53610,0.103269,114244,17592
267,67052,299708,1549740,1.888204,285156,804624
899,703008,3490016,9694009,1.741623,3232804,8436096
573,123442,1968264,2239645,0.753255,1313316,1481304
645,283352,2049871,4660462,1.364303,1664100,3400224
603,49810,1415446,903873,0.274431,1454436,597720
29,394,1525,4652,0.970443,3364,4728
710,317784,2600807,4177006,1.262576,2016400,3813408
800,322144,3316242,4415223,1.007960,2560000,3865728
476,170474,1027219,2722629,1.507952,906304,2045688
687,335823,2227596,4567433,1.425147,1887876,4029876
674,96654,1970650,2008071,0.426162,1817104,1159848
550,76952,1401433,1161617,0.509700,1210000,923424
148,1732,89070,60682,0.159220,87616,20784
592,242978,1737287,2891592,1.388954,1401856,2915736
578,80603,1513379,1162819,0.483368,1336336,967236
667,305407,2180277,4223468,1.375020,1779556,3664884
28,311,1423,3709,0.822751,3136,3732
230,1344,172357,56584,0.051035,211600,16128
884,595465,3568022,9591606,1.525714,3125824,7145580
450,178616,758637,3077732,1.768038,810000,2143392
673,182772,2299374,2252511,0.808268,1811716,2193264
607,149541,1908082,1934862,0.813072,1473796,1794492
272,30118,397352,411015,0.817180,295936,361416
892,258730,3839723,3360459,0.651080,3182656,3104760
227,4332,205022,124315,0.168882,206116,51984
417,99230,918675,1348287,1.144046,695556,1190760
199,18329,219769,415603,0.930359,158404,219948
719,230794,2644642,4954504,0.894131,2067844,2769528
832,600148,2582379,6747482,1.736057,2768896,7201776
247,3060,198751,91566,0.100721,244036,36720
672,409161,1839346,5330657,1.814815,1806336,4909932
80,1155,22025,25242,0.365506,25600,13860
557,109418,1525642,1819568,0.706625,1240996,1313016
90,2279,33367,41432,0.569039,32400,27348
324,82937,596483,1456593,1.585006,419904,995244
795,346457,3294897,4303608,1.097720,2528100,4157484
23,407,1060,5932,1.608696,2116,4884
613,27087,1268403,638489,0.144404,1503076,325044
494,62371,1121309,946679,0.512199,976144,748452
790,526397,2379711,14800894,1.689038,2496400,6316764
210,11706,208370,250231,0.533424,176400,140472
606,83717,1580472,1572724,0.456684,1468944,1004604
357,103310,581895,1310757,1.625751,509796,1239720
848,625461,2665301,7114044,1.741610,2876416,7505532
446,106781,1068415,1467361,1.076042,795664,1281372
847,370871,3636097,7673473,1.035140,2869636,4450452
959,715138,4031403,12369706,1.556810,3678724,8581656
417,105431,891433,1893832,1.215539,695556,1265172
496,21297,876977,524706,0.173485,984064,255564
932,750575,3227233,8336891,1.730049,3474496,9006900
343,22711,510827,567890,0.387210,470596,272532
765,429896,2770397,4919979,1.471088,2340900,5158752
869,716591,2128193,10271731,1.900036,3020644,8599092
898,57648,2747861,1356607,0.143135,3225616,691776
562,111959,1554836,1457147,0.710215,1263376,1343508
19,205,773,2425,1.198830,1444,2460
854,191890,3322368,2617728,0.526836,2917264,2302680
695,125208,2223964,1722365,0.519180,1932100,1502496
92,6526,39838,127830,1.559006,33856,78312
692,14958,1410874,397330,0.062563,1915456,179496
873,129315,3048058,2310497,0.339741,3048516,1551780
130,2544,71714,60143,0.303399,67600,30528
743,257150,2815726,4069751,0.932876,2208196,3085800
760,528340,1979338,6202634,1.831842,2310400,6340080
990,555330,5065017,8566639,1.134357,3920400,6663960
289,8958,333656,252340,0.215254,334084,107496
74,2154,20392,35632,0.797482,21904,25848
936,218548,4631950,3790433,0.499447,3504384,2622576
827,485050,3615628,6295480,1.420139,2735716,5820600
205,31084,205855,356434,1.486561,168100,373008
462,11264,728330,307690,0.105774,853776,135168
986,24931,2918232,767850,0.051340,3888784,299172
209,41203,157134,694663,1.895611,174724,494436
96,1154,26376,20163,0.253070,36864,13848
317,87838,420923,1028696,1.753744,401956,1054056
537,160467,1471139,3187366,1.115005,1153476,1925604
956,278790,4362958,3868596,0.610725,3655744,3345480
329,4237,372255,138922,0.078527,432964,50844
344,56183,643263,881396,0.952319,473344,674196
66,916,10128,16559,0.427040,17424,10992
57,2969,6775,35224,1.860276,12996,35628
152,7884,121026,137859,0.686999,92416,94608
127,1539,58899,47480,0.192351,64516,18468
954,365388,4635482,8932657,0.803791,3640464,4384656
988,215943,4229047,2938818,0.442889,3904576,2591316
578,81795,1514149,1395401,0.490516,1336336,981540
810,482351,2860195,14107120,1.472176,2624400,5788212
699,485235,1072685,5698395,1.989067,1954404,5822820
896,95632,3001210,1784338,0.238508,3211264,1147584
42,688,2839,9240,0.799071,7056,8256
468,139719,1058094,3121861,1.278565,876096,1676628
406,147500,596348,3157232,1.794077,659344,1770000
517,143902,1370616,2953398,1.078839,1069156,1726824
572,271010,1344830,5894396,1.659523,1308736,3252120
298,23503,442139,350214,0.531105,355216,282036
391,39299,707425,850450,0.515431,611524,471588
672,438507,1160044,12954102,1.944978,1806336,5262084
976,363405,4765835,6862441,0.763777,3810304,4360860
98,853,27190,17883,0.179466,38416,10236
276,59448,356927,1155051,1.566482,304704,713376
1001,722192,4628019,9083678,1.442941,4008004,8666304
136,8263,103411,129343,0.900109,73984,99156
602,215636,1798782,5002155,1.192011,1449616,2587632
521,174564,1355951,2195929,1.288676,1085764,2094768
986,551480,5029397,6658811,1.135656,3888784,6617760
966,442779,5259653,7194661,0.949976,3732624,5313348
62,3032,9437,41493,1.603384,15376,36384
457,109888,1242311,2452346,1.054628,835396,1318656
177,15036,179168,326015,0.965331,125316,180432
539,238561,1208697,3442713,1.645350,1162084,2862732
738,393718,2432617,11364218,1.447743,2178576,4724616
328,13430,435570,367580,0.250429,430336,161160
942,353687,4468410,4188155,0.798010,3549456,4244244
85,2880,33083,50349,0.806723,28900,34560
7,32,168,491,1.523810,196,384
911,177342,3563733,2425554,0.427840,3319684,2128104
617,94358,1750317,1275674,0.496527,1522756,1132296
273,62584,322288,927973,1.685628,298116,751008
453,128122,1103833,1851464,1.251460,820836,1537464
534,8024,824326,234573,0.056384,1140624,96288
907,807668,1864481,8314384,1.965746,3290596,9692016
530,59088,1183873,1167799,0.421500,1123600,709056
938,748109,3370145,7839834,1.702364,3519376,8977308
612,362779,960520,11323225,1.940347,1498176,4353348
658,378257,1536866,8954531,1.749950,1731856,4539084
52,1687,5407,17809,1.272247,10816,20244
560,148618,1639401,2231937,0.949514,1254400,1783416
656,146423,2178399,2151936,0.681544,1721344,1757076
659,62988,1696144,954308,0.290520,1737124,755856
7,19,154,323,0.904762,196,228
208,37829,186884,543527,1.757200,173056,453948
841,146382,3016258,1971951,0.414422,2829124,1756584
674,361726,1844464,12663787,1.594905,1817104,4340712
871,459072,3861031,7845821,1.211639,3034564,5508864
951,35108,2802555,799531,0.077720,3617604,421296
579,10692,993369,309114,0.063897,1340964,128304
871,483262,3744111,7050397,1.275485,3034564,5799144
496,56312,1063884,963919,0.458716,984064,675744
825,563368,2726603,8318809,1.657452,2722500,6760416
48,1101,4986,13990,0.976064,9216,13212
191,30998,157311,411740,1.708349,145924,371976
60,2356,9521,26662,1.331073,14400,28272
148,18919,97602,301119,1.739198,87616,227028
985,801499,3997450,10508153,1.653871,3880900,9617988
385,61063,768702,1203088,0.826069,592900,732756
840,127016,3395830,2569921,0.360452,2822400,1524192
320,36309,512899,776943,0.711383,409600,435708
892,547435,3864456,16704338,1.377590,3182656,6569220
827,513287,3046103,7124459,1.502812,2735716,6159444
182,31541,115775,591445,1.914941,132496,378492
995,253999,4467736,3480470,0.513633,3960100,3047988
548,8473,886828,270790,0.056533,1201216,101676
319,8663,383308,195244,0.170797,407044,103956
506,45603,1063594,696558,0.356929,1024144,547236
373,128816,494291,1484653,1.856727,556516,1545792
705,387489,2124708,4199610,1.561448,1988100,4649868
55,2902,6562,39981,1.954209,12100,34824
510,31733,981043,671770,0.244486,1040400,380796
238,44237,280656,570299,1.568521,226576,530844
624,230042,1956681,2927189,1.183490,1557504,2760504
680,330760,2065090,10118704,1.432730,1849600,3969120
484,35707,907738,869101,0.305486,937024,428484
623,307555,2115927,7604177,1.587356,1552516,3690660
836,428364,3889625,8202542,1.227299,2795584,5140368
281,19464,376971,476457,0.494764,315844,233568
238,15173,275273,276056,0.537992,226576,182076
291,63395,402276,1256321,1.502429,338724,760740
305,73093,428707,1518394,1.576639,372100,877116
464,111883,1126227,1424241,1.041586,861184,1342596
490,92811,1192825,1846070,0.774684,960400,1113732
353,23947,526382,571760,0.385446,498436,287364
695,480000,1043604,6899515,1.990339,1932100,5760000
361,53108,673875,697479,0.817298,521284,637296
839,273772,3549652,4631482,0.778777,2815684,3285264
439,10609,649613,275005,0.110348,770884,127308
784,469785,2694616,13771634,1.530563,2458624,5637420
879,475164,4266828,5640928,1.231374,3090564,5701968
676,86410,2216090,2554835,0.378742,1827904,1036920
125,13393,68540,295268,1.728129,62500,160716
978,358685,4914701,5629385,0.750775,3825936,4304220
384,142451,461855,2013670,1.937160,589824,1709412
389,142569,492990,1880200,1.889182,605284,1710828
145,15153,105001,247708,1.451437,84100,181836
160,16216,137026,344109,1.274843,102400,194592
282,28024,402793,654568,0.707302,318096,336288
888,663858,3092303,15243027,1.685655,3154176,7966296
457,88276,1095461,1709393,0.847211,835396,1059312
960,756890,3783760,8424428,1.644269,3686400,9082680
916,27032,2629801,687648,0.064505,3356224,324384
787,198659,3050455,3177682,0.642304,2477476,2383908
426,109062,976830,1287182,1.204772,725904,1308744
191,10406,190606,260851,0.573491,145924,124872
622,239469,1969650,2974844,1.239930,1547536,2873628
816,100104,2618815,1675919,0.301047,2663424,1201248
137,3158,75219,70599,0.338987,75076,37896
608,104912,1779698,1529233,0.568542,1478656,1258944
549,211480,1463532,3353954,1.405874,1205604,2537760
936,162794,3680802,3348526,0.372033,3504384,1953528
21,327,744,2853,1.557143,1764,3924
44,1725,3178,15750,1.823467,7744,20700
686,405225,1797831,6517361,1.724692,1882384,4862700
138,10174,129710,180580,1.076272,76176,122088
249,3655,245485,121749,0.118377,248004,43860
696,60864,1823730,1016371,0.251650,1937664,730368
301,23539,424664,377975,0.521351,362404,282468
888,591982,3587763,6371517,1.503149,3154176,7103784
617,279339,1819077,3926708,1.469927,1522756,3352068
51,2258,4756,24575,1.770980,10404,27096
915,553417,4098388,6583763,1.323473,3348900,6641004
552,219158,1461982,3114599,1.441108,1218816,2629896
130,6902,99999,156440,0.823137,67600,82824
993,85625,3489900,1437472,0.173848,3944196,1027500
940,516713,4503477,5973982,1.170809,3534400,6200556
78,1729,19200,25915,0.575758,24336,20748
695,374559,2066339,7161737,1.553123,1932100,4494708
179,10622,166143,236574,0.666750,128164,127464
43,1298,3475,15717,1.437431,7396,15576
370,55848,997222,2108034,0.818106,547600,670176
623,46491,1559229,1001847,0.239950,1552516,557892
396,101334,818274,1471325,1.295666,627264,1216008
684,366796,2193660,5955098,1.570282,1871424,4401552
433,80850,1007272,1489372,0.864447,749956,970200
830,474298,3235094,6750887,1.378633,2755600,5691576
147,4508,101039,99689,0.420091,86436,54096
993,512318,5041545,9921020,1.040180,3944196,6147816
641,236930,2131322,3276443,1.155080,1643524,2843160
816,54822,2357528,1060879,0.164868,2663424,657864
699,324526,2358104,9347994,1.330292,1954404,3894312
365,13955,517324,383005,0.210071,532900,167460
133,11317,99829,239059,1.289246,70756,135804
286,21565,394735,344484,0.529138,327184,258780
214,30015,252164,419547,1.316967,183184,360180
753,384818,2748045,4316244,1.359166,2268036,4617816
369,70208,751740,854485,1.034052,544644,842496
376,138471,404051,1819005,1.964128,565504,1661652
140,5627,98229,105745,0.578314,78400,67524
330,72189,564322,1039165,1.329815,435600,866268
298,69853,420445,1518790,1.578492,355216,838236
560,77924,1407872,1047769,0.497853,1254400,935088
498,183804,1155220,2153023,1.485249,992016,2205648
190,26478,180445,508474,1.474687,144400,317736
770,297594,3078743,3622076,1.005164,2371600,3571128
814,221329,3281078,3229495,0.668888,2650384,2655948
744,71881,2883742,1825822,0.260065,2214144,862572
275,74061,237728,968298,1.965786,302500,888732
644,310119,1965575,3625274,1.497827,1658944,3721428
